pumpid,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
D/38/12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D/40/12,11042,7170,13619,11766,4252,12086,12251,12080,9136,1161,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,910,NA,NA,NA,NA,NA,4116,7095,NA,NA
D/48/13,19454,11720,17028,15422,9303,11907,14167,14744,14299,14736,16795,14666,5556,5365,19316,12394,12139,12489,8338,9692,10325,5226,6989,8762,15592,5639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1151,NA,NA,NA,NA
D/49/13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D/50/13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D/51/13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D/52/13,28205,17783,23158,21180,7101,14611,15777,22278,12374,8138,5997,12114,NA,4491,9507,6471,7448,5766,8244,14938,9177,7974,11208,9104,13381,13750,15239,15344,9973,10682,11889,22032,21554,17254,22635,20729,22699,30938,29995,21093,14052,16320,13339,NA,NA,NA,NA,NA,NA,NA,NA,NA
D/54/13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D/62/13,5419,771,NA,3,237,NA,123,50,4,NA,157,27,NA,1,8,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D/63/13,6382,4192,7082,7651,4063,6224,7459,8560,8209,7738,7739,6816,3235,1564,9099,5957,5247,7309,3368,5447,5684,3258,2715,5475,5065,5611,4825,4567,5850,5282,5150,6194,6968,6950,6153,5679,6256,4920,5452,4917,4380,5226,4775,5809,3892,4452,5122,5431,6747,6686,300,NA
D/67/13,1165,818,1624,1280,815,1151,1631,1679,1782,2119,1891,1517,573,468,1713,1353,1318,1294,536,1020,974,355,463,425,516,734,670,664,922,997,726,843,670,859,590,208,375,675,599,706,773,673,832,612,899,779,540,774,1114,1125,107,NA
D/68/13,10034,5818,10781,12432,7335,9249,11203,12440,11566,5070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D/71/14,13511,6453,11951,14175,7147,13215,13708,16220,12041,13900,16374,15735,2771,5764,16594,9967,9944,12490,7320,10069,11075,6057,6045,13544,12021,11738,8201,9762,13147,10701,8373,9316,11249,9733,6564,9923,10245,11667,17549,15545,13086,12405,13208,9624,5469,7922,12607,11691,11716,9404,NA,NA
D/73/14,8489,4115,NA,NA,NA,5144,7823,10353,14111,13704,11805,9513,NA,1363,12529,4662,3117,4898,3599,3111,NA,NA,NA,NA,909,2203,1947,2061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D/75/14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D/79/14,3,NA,3,6,1,27,4,22,6,12,8,21,13,1,9,3,4,16,9,28,33,15,19,8,8,NA,NA,10,4,40,23,NA,NA,8,28,19,6,1,3,11,18,4,17,33,29,24,3,7,2,1,NA,NA
D/82/14,3743,3945,3275,3828,1330,4183,6220,6511,6398,4524,4468,4204,1518,1161,8582,6171,4251,7967,4060,5657,5158,2468,1818,1830,3591,3418,2563,1441,2600,2324,3276,3933,4736,5010,5163,6663,6184,7223,8167,8141,7558,6462,8109,6986,6187,7245,7445,7766,9861,10322,709,NA
D/83/14,2699,1585,2443,4694,NA,1297,1199,2243,2095,2595,2494,3018,NA,2855,3809,3917,4631,3218,2482,3402,1539,2375,3033,3200,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D/84/15,17507,10832,16227,22097,12003,16680,24232,24247,22494,23956,24228,20784,7107,5938,25164,18883,16980,23052,13332,16049,14278,10282,8015,18584,15307,21221,16359,12643,17104,19941,20671,21683,25901,25553,21347,27736,24620,28838,30990,30718,33771,30571,19948,11087,14020,15618,16879,18599,24188,27750,4100,NA
D/85/15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D/86/15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D/88/15,987,412,404,77,NA,107,901,511,923,584,800,100,NA,397,422,94,189,NA,24,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D/90/15,832,1797,3945,1715,836,1014,NA,NA,1868,933,1281,2237,NA,921,1507,NA,2887,3124,511,NA,NA,NA,396,1530,3186,2345,1704,342,2048,1057,NA,2866,346,331,NA,NA,NA,766,NA,NA,892,405,1793,1044,NA,NA,NA,555,NA,389,NA,NA
D/91/15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D/94/15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D/96/15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D/97/15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D/98/16,13770,9756,13284,14938,11854,10540,19295,17796,17056,16610,15014,15235,6784,1986,15820,15166,9289,15373,8935,9880,12276,8378,8530,14052,13451,16157,14011,11626,15011,15867,16933,14531,19273,19226,12822,1059,14589,6668,8827,15406,14494,12744,11549,12118,11918,13772,13480,13890,14992,16789,4698,NA
D/99/16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E/01/26,2103,1575,3893,3769,1666,4431,3619,5004,2891,1,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1510,1430,1909,873,873,230,NA,NA,NA,NA,NA
E/01/27,19,108,2548,3754,710,1564,1838,3872,5684,5284,3150,1475,401,620,414,5931,2230,5046,3630,4463,3596,1108,1868,1543,8066,7314,3369,557,554,1056,3126,680,98,26,790,393,319,124,424,834,1752,1230,1610,2631,NA,NA,NA,NA,NA,NA,NA,NA
E/02/26,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,16,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E/03/26,4402,3025,5305,5184,2372,8368,7958,7147,6224,5587,5908,10453,625,8270,11332,3845,5615,5595,3370,5610,6558,2950,4831,7114,6936,9184,7018,7653,7099,7049,6276,6865,7368,8011,7717,8419,6081,6304,8245,6516,7432,7156,5447,4876,5325,6140,5659,NA,NA,NA,NA,NA
E/17/01,12689,6947,11213,10410,4208,7528,8700,8859,5732,9360,9265,6979,1463,3638,9640,4339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E/29/01,2556,2353,2147,3354,1838,2369,1641,1574,1502,1889,2509,1751,175,641,2322,1261,412,1383,548,1368,906,359,302,1166,2469,1411,2215,3553,2854,1988,3210,897,2441,1298,1902,1750,1851,2861,2157,1981,2227,1958,2382,1953,1753,1708,1804,2029,1517,2001,NA,NA
E/30/22,NA,NA,NA,23,2358,5510,6939,6340,4928,6446,413,NA,NA,986,4181,1605,2358,2772,2633,4096,4186,2831,2863,4010,4444,4951,4104,3436,4058,1532,1800,3366,10251,7123,2589,15257,17073,17736,6786,5141,10494,11337,7164,3311,2395,2337,1035,767,1326,300,NA,NA
