pumpid,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
D/84/15,22753.5,20065,22208.666666666668,18525,NA,22522.5,20004,19284,24411,23656,23502,26678,27527,28297,22241,22688,31503.5,27868.4,19457.2,24277,22725.5,28847,33166,28233.333333333332,31580.5,19429.666666666668,26314.166666666668,25345.25,24641.75,27194,26979.166666666668,29585.5,31060.75,24173.333333333332,12567.333333333334,15801,18562,16937,15707,19395,13364,14002.8,17593.8,17983,19231.333333333332,21994,28067.666666666668,25567.5,15756,16906,19822.833333333332,19500.833333333332
D/85/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D/86/15,19812.333333333332,19169,24014,15428,NA,15023.166666666666,17574,15061,14284,16209,14203,14895,14988.166666666666,11664.333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D/88/15,NA,NA,NA,140,1732,418,510,462,618,482,577,574,933.3333333333334,1002,815,851,1043,896,379,693,632,778,1133,1168,1430.3333333333333,1372,1269.3333333333333,897,1421,878,612,2868.8333333333335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D/90/15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D/91/15,26505.5,23107,23894.5,25317.6,27499.5,25462.5,21364,NA,NA,20083,NA,21973,NA,25603.666666666668,20343.4,19783.4,NA,25081,8645,NA,10432.8,15050,13937,17808,21752.5,11543,15540,NA,NA,NA,NA,NA,15848,NA,NA,12211.5,15066.333333333334,NA,NA,NA,21063,19190.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D/94/15,10105.666666666666,15525,19342,15810,16206,15529.5,12476,14312,13428,15753,10911,13228,12868,21126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D/96/15,20681.5,22562,22095,23038,24910,26755,22549,25567,29028,24915,21724,23169,24999,26081,19264,22439,22479.333333333332,21261,10787,14699,12754,17575,15610,15636,17419.5,11944.333333333334,18250,20408.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D/97/15,18235,22168,19471,21765.333333333332,NA,20550.833333333332,23924,24262,26326,26824,27629,23539,25343,23739.8,17559,19648,21952,18387,9178,13728,10953,17397,15719,16289,21192.5,NA,NA,NA,27020,NA,NA,16802.333333333332,12068,NA,NA,NA,18494,19509,NA,NA,NA,NA,NA,NA,NA,NA,17836,NA,2195.6666666666665,0,0,0
D/98/16,21576.333333333332,12982,17011.166666666668,0,NA,20272,19934,21536,22590,20882.4,19821,20506.5,21485.8,21272,17493,18643.8,23116.333333333332,20278,10063.2,12140.333333333334,12318,19523,18264,17540,20512.8,11784,19392.333333333332,20031,19293,23105,15998,21816,24222,19740,12124,9528,14461,14629,14467,17910,11360,13353,16751,15627.5,13807.5,13792.333333333334,15914,18364,15453,11366,17117,9541
D/99/16,18568.666666666668,19154,20663,16312.333333333334,NA,18525.5,15645,13884,13941,12201,11708,13542,13498,16082,10460,12058,11690,11740,4990,7192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E/01/26,NA,NA,NA,21,35,7586.833333333333,11148,11546,11950,9009,7898,8483,8136,7705,6796,7799,8629.25,7961,4001,3774,3425,5133,11049,225,0,0,1633,3249,3851,4705,3110,4753,6197,7742,5616,3924,1012,503,2121,2679,578,682,0,0,0,0,0,0,3494,2,1666,2491
E/01/27,NA,NA,NA,65.8,2437,1787,2547,1971,2515,8065,6851,4466,2637,4804,3750,32,33.25,163,1377,3607,2734,4299,2327,3708,3607.8,3414,1659,1072,1019,1111,1547,2909,389,0,0,3002,4808,7520,3649,3791,3967,4321,1502,12570,2322,8125,7701,22048,4402,0,2631,5111
E/02/26,NA,NA,NA,NA,NA,4278.75,4022,4248,3877,3951,3116,3483,3722,4174,2445,3106,3347.75,2518,975,1395,1504,2749,1986,2613,2980.8333333333335,1422,3041,2841,2522,4166,4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
E/03/26,NA,NA,NA,NA,NA,9324,6646,6150,7516,4680,5481,4409,4272,4896,4075,4156,5285,4107,2500,3628,3361,4962,4145,4453,4450.6,2361,4786,4852,5148,5775,4566,4990,5989,7700,4543,3675,3889,3442,4099,4844,3527,4076,4325,4653,3091,4080,5255,5497,4506,5416,5394,4700
E/17/01,6175.75,6539,6454,NA,NA,8381.333333333334,7402,8146.833333333333,7521,8283,8180,8148,8841,8451,6935,8229,8751.75,6823,4582,6021,4905,6618,7020,5821.666666666667,6484.333333333333,4399,5866,5697,6218,6571,4386,5730,8420,6552,6992,6849,7204,7096,7614,8741,6324,6483,9117,10431,5636,6663,8909,11613,8257,9409,10687,10603
E/29/01,NA,NA,0,85.16666666666667,1950,3248,2177,2944,3648,2950,2607,2952,3089,2766,1883,2398,2804.6666666666665,5210,1235,2888,955,4052,3079,2114,3446.8,1501,3979,4974,3026,3699,2620,3337,2868,3712.3333333333335,3497,2511,2477,2370,2622,3115,2928,1919,2880,2162,1572,2650,2218,2504,1613,2540,3239,2509
